index,id,col1,col2,col3,col4,col5,col6
0,sample791,-1.0127267390155987,-9.844298089757352,28.13850225472157,48.564552842481895,0.06687683758595818,28.13850225472157
1,sample357,-0.8062086541995706,-7.893231549173937,65.10370820193049,40.06916157497831,-0.04496932424611396,65.10370820193049
2,sample89,-1.2510167657734124,-5.348877088875675,,68.86509872847452,0.12633434583811634,50.78601880642794
3,sample775,-0.920684583222444,-5.97059784107615,69.65227326703732,51.06755204253417,0.09357948697225127,69.65227326703732
4,sample1010,-0.9854499831048315,-5.958759315392148,49.68912650867362,48.16239145669928,-0.024736358533060075,49.68912650867362
5,sample1392,-1.3400521727049584,-5.073025175900089,78.86590199048611,65.93620200806934,0.04361362857787412,78.86590199048611
6,sample1398,-0.6938219607290724,-7.26913054180927,72.46206029735148,31.640525606709215,-0.05179404863397565,72.46206029735148
7,sample1513,-0.6494223567345065,-3.717605065431424,60.677094765442845,27.87444656813982,-0.00923487537450113,60.677094765442845
8,sample567,0.9259070635165699,-5.634558896601809,56.559775033277475,-35.767060273441444,-0.12384345785932714,56.559775033277475
9,sample699,-0.25649536982999654,-6.825127663568321,53.2817882106862,-2.1949061694136645,0.003948078634170736,53.2817882106862
10,sample1176,-1.2462023956584007,-4.874148955921515,76.89658313020675,63.76316522454886,0.0266243997531317,76.89658313020675
11,sample73,-1.0474374314237234,-3.8165574519150534,50.90046214023269,53.15500388121773,0.16394214994518508,50.90046214023269
12,sample1138,0.9709875668447683,-6.149500475265239,61.13123109243335,-1.8263242184406725,0.01136224881842697,61.13123109243335
13,sample32,-0.06270186209291201,-3.9383177104720204,51.210787104312374,37.37993954084515,-0.020698838178042318,51.210787104312374
14,sample252,-1.0294603790441177,-1.7877193880392461,33.57743732752049,52.08208034376241,0.03610691578411746,33.57743732752049
15,sample1108,0.34214395088072125,-7.287808927346248,49.70220384126893,-13.568833619498008,-0.1864564265260765,49.70220384126893
16,sample1388,0.28664583195096943,-9.351690505796492,68.33088598801295,-9.988537508511914,0.014391370568079749,68.33088598801295
17,sample55,0.056281647640002264,-4.431927003679241,54.94908451337068,-2.732741016090049,0.12713142515087417,54.94908451337068
18,sample1153,-0.6395577820725429,-7.417027687568332,75.69620580688068,32.44346457229483,0.08272925610323408,75.69620580688068
19,sample1436,-0.7438648822943498,-5.475204175150473,48.45464876033845,38.783635857604146,0.15527368459044677,48.45464876033845
20,sample1411,-1.2284042421691006,-7.991309384559535,85.48302843594811,65.92028150716557,-0.05225170527148155,85.48302843594811
21,sample880,-0.7848474535450126,-4.97216375452135,59.88560266868835,42.412588561698705,0.08191749191747073,59.88560266868835
22,sample1441,0.19008806187620764,-5.9333006509163955,82.02139115671629,-16.764427351186246,-0.10458939061855267,82.02139115671629
23,sample1528,0.7568970794095459,-8.400837767830962,30.223257969258817,-29.763955176502993,0.02157733095027595,30.223257969258817
24,sample1302,0.5077699802571245,-2.9038743033240486,48.64663604201459,-39.33362210332983,-0.1346166004751734,48.64663604201459
25,sample1352,-1.1481911664031093,-7.921536839629915,46.959822059317,53.118906902923435,0.05355021923250553,46.959822059317
26,sample1311,0.41199148968963145,-5.3746169948773765,63.77635749127238,-15.079652035454682,0.030301489627253472,63.77635749127238
27,sample1320,0.08064019001482675,-3.3858708401078914,75.86489279662186,-41.35750094621395,-0.0707523971665716,75.86489279662186
28,sample1089,-0.9249072940976513,-8.964777416580363,27.078775205302442,11.433022144001997,0.10158170365085875,27.078775205302442
29,sample85,0.7179114273276609,-4.571499694809481,80.94334502364352,-26.14657395380464,-0.08640301432675901,80.94334502364352
30,sample274,-0.15658679975724982,-4.841749846056085,48.73572149604694,-32.871792811464104,-0.09289532304998378,48.73572149604694
31,sample757,-1.2438273028968991,-4.761073719925286,66.55339326652629,63.91827142834779,-0.11886609908403112,66.55339326652629
32,sample1271,-1.4673419625495359,-5.054818377394982,49.15685902696163,78.3139731578273,-0.17451334197778598,49.15685902696163
33,sample11,0.7539600365526795,-5.002622197695399,53.00783046049264,-0.24830122649724395,-0.038008072259744174,53.00783046049264
34,sample1375,-1.18725374622381,-5.205214432497977,46.396048649378756,66.14096165667628,0.051546177418067225,46.396048649378756
35,sample893,0.05340161713617153,-9.700630215149756,54.0363425335731,49.98471711656237,-0.020508657424621823,54.0363425335731
36,,-1.0942980983473398,-6.169745825184254,52.12648517156728,56.995547766903854,0.040288470560556996,52.12648517156728
37,sample303,0.2897727253122961,-6.254216689522566,50.73603985913393,-27.500142174092108,0.005050182935389404,50.73603985913393
38,sample1448,-0.7134571141962669,-5.465371879074713,46.83354081263353,-3.2215187206355687,-0.23585333001820932,46.83354081263353
39,sample643,0.44608503291666435,-8.182091117760011,46.16351759033025,-3.4470860069020617,0.005487614116456836,46.16351759033025
40,sample130,0.1796340732977802,-6.425956775183072,62.52376652337385,-15.202475395320187,0.18407739512132723,62.52376652337385
41,sample256,-1.5194351536360302,-8.324274273929724,79.26507898535425,77.45417053301534,-0.0837618379011759,79.26507898535425
42,sample439,-1.0459309870101767,-3.2091413287793373,58.27272789376734,55.48401219458319,-0.04283270259763712,58.27272789376734
